date,rainfall_mm,region,rainfall_3day,rainfall_7day,rainfall_30day,rainfall_7day_avg,rainfall_spike
2023-10-03,0.0,Punjab,0.0,0.0,42.4,0.0,0.0
2023-10-04,0.0,Punjab,0.0,0.0,42.4,0.0,0.0
2023-10-05,0.0,Punjab,0.0,0.0,42.34,0.0,0.0
2023-10-06,0.0,Punjab,0.0,0.0,42.34,0.0,0.0
2023-10-07,0.0,Punjab,0.0,0.0,42.34,0.0,0.0
2023-10-08,0.0,Punjab,0.0,0.0,42.34,0.0,0.0
2023-10-09,1.56,Punjab,1.56,1.56,43.84,0.22,1.34
2023-10-10,1.96,Punjab,3.52,3.52,45.69,0.5,1.46
2023-10-11,0.0,Punjab,3.52,3.52,45.6,0.5,-0.5
2023-10-12,0.0,Punjab,1.96,3.52,45.6,0.5,-0.5
2023-10-13,0.0,Punjab,0.0,3.52,45.6,0.5,-0.5
2023-10-14,3.69,Punjab,3.69,7.21,49.29,1.03,2.66
2023-10-15,4.66,Punjab,8.35,11.87,53.0,1.7,2.96
2023-10-16,17.55,Punjab,25.9,27.86,64.09,3.98,13.57
2023-10-17,0.46,Punjab,22.67,26.36,63.57,3.77,-3.31
2023-10-18,0.43,Punjab,18.44,26.79,58.44,3.83,-3.4
2023-10-19,0.0,Punjab,0.89,26.79,47.32,3.83,-3.83
2023-10-20,0.0,Punjab,0.43,26.79,44.14,3.83,-3.83
2023-10-21,0.0,Punjab,0.0,23.1,43.52,3.3,-3.3
2023-10-22,1.1,Punjab,1.1,19.54,35.94,2.79,-1.69
2023-10-23,0.01,Punjab,1.11,2.0,32.02,0.29,-0.28
2023-10-24,0.0,Punjab,1.11,1.54,31.44,0.22,-0.22
2023-10-25,0.0,Punjab,0.01,1.11,31.42,0.16,-0.16
2023-10-26,0.0,Punjab,0.0,1.11,31.42,0.16,-0.16
2023-10-27,0.0,Punjab,0.0,1.11,31.42,0.16,-0.16
2023-10-28,0.0,Punjab,0.0,1.11,31.42,0.16,-0.16
2023-10-29,0.0,Punjab,0.0,0.01,31.42,0.0,0.0
2023-10-30,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-10-31,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-01,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-02,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-03,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-04,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-05,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-06,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-07,0.0,Punjab,0.0,0.0,31.42,0.0,0.0
2023-11-08,0.0,Punjab,0.0,0.0,29.86,0.0,0.0
2023-11-09,0.0,Punjab,0.0,0.0,27.9,0.0,0.0
2023-11-10,9.04,Punjab,9.04,9.04,36.94,1.29,7.75
2023-11-11,0.0,Punjab,9.04,9.04,36.94,1.29,-1.29
2023-11-12,0.0,Punjab,9.04,9.04,36.94,1.29,-1.29
2023-11-13,0.0,Punjab,0.0,9.04,33.25,1.29,-1.29
2023-11-14,0.0,Punjab,0.0,9.04,28.59,1.29,-1.29
2023-11-15,0.0,Punjab,0.0,9.04,11.04,1.29,-1.29
2023-11-16,0.0,Punjab,0.0,9.04,10.58,1.29,-1.29
2023-11-17,0.0,Punjab,0.0,0.0,10.15,0.0,0.0
2023-11-18,0.0,Punjab,0.0,0.0,10.15,0.0,0.0
2023-11-19,0.0,Punjab,0.0,0.0,10.15,0.0,0.0
2023-11-20,0.0,Punjab,0.0,0.0,10.15,0.0,0.0
2023-11-21,0.0,Punjab,0.0,0.0,9.05,0.0,0.0
2023-11-22,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-23,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-24,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-25,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-26,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-27,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-28,0.0,Punjab,0.0,0.0,9.04,0.0,0.0
2023-11-29,0.01,Punjab,0.01,0.01,9.05,0.0,0.01
2023-11-30,0.25,Punjab,0.26,0.26,9.3,0.04,0.21
2023-12-01,0.0,Punjab,0.26,0.26,9.3,0.04,-0.04
2023-12-02,0.0,Punjab,0.25,0.26,9.3,0.04,-0.04
2023-12-03,0.0,Punjab,0.0,0.26,9.3,0.04,-0.04
2023-12-04,0.0,Punjab,0.0,0.26,9.3,0.04,-0.04
2023-12-05,0.0,Punjab,0.0,0.26,9.3,0.04,-0.04
2023-12-06,0.0,Punjab,0.0,0.25,9.3,0.04,-0.04
2023-12-07,0.0,Punjab,0.0,0.0,9.3,0.0,0.0
2023-12-08,0.0,Punjab,0.0,0.0,9.3,0.0,0.0
2023-12-09,0.0,Punjab,0.0,0.0,9.3,0.0,0.0
2023-12-10,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-11,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-12,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-13,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-14,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-15,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-16,0.0,Punjab,0.0,0.0,0.26,0.0,0.0
2023-12-17,0.02,Punjab,0.02,0.02,0.28,0.0,0.02
2023-12-18,0.0,Punjab,0.02,0.02,0.28,0.0,0.0
2023-12-19,0.0,Punjab,0.02,0.02,0.28,0.0,0.0
2023-12-20,0.0,Punjab,0.0,0.02,0.28,0.0,0.0
2023-12-21,0.0,Punjab,0.0,0.02,0.28,0.0,0.0
2023-12-22,0.0,Punjab,0.0,0.02,0.28,0.0,0.0
2023-12-23,0.0,Punjab,0.0,0.02,0.28,0.0,0.0
2023-12-24,0.0,Punjab,0.0,0.0,0.28,0.0,0.0
2023-12-25,0.0,Punjab,0.0,0.0,0.28,0.0,0.0
2023-12-26,0.0,Punjab,0.0,0.0,0.28,0.0,0.0
2023-12-27,0.0,Punjab,0.0,0.0,0.28,0.0,0.0
2023-12-28,0.0,Punjab,0.0,0.0,0.28,0.0,0.0
2023-12-29,0.0,Punjab,0.0,0.0,0.27,0.0,0.0
2023-12-30,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2023-12-31,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-01,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-02,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-03,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-04,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-05,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-06,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-07,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-08,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-09,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-10,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-11,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-12,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-13,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-14,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-15,0.0,Punjab,0.0,0.0,0.02,0.0,0.0
2024-01-16,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-17,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-18,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-19,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-20,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-21,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-22,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-23,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-24,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-25,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-26,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-27,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-28,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-29,0.0,Punjab,0.0,0.0,0.0,0.0,0.0
2024-01-30,0.11,Punjab,0.11,0.11,0.11,0.02,0.09
2024-01-31,1.76,Punjab,1.87,1.87,1.87,0.27,1.49
2024-02-01,1.06,Punjab,2.93,2.93,2.93,0.42,0.64
2024-02-02,1.26,Punjab,4.08,4.19,4.19,0.6,0.66
2024-02-03,1.92,Punjab,4.24,6.11,6.11,0.87,1.05
2024-02-04,0.83,Punjab,4.01,6.94,6.94,0.99,-0.16
2024-02-05,0.0,Punjab,2.75,6.94,6.94,0.99,-0.99
2024-02-06,0.24,Punjab,1.07,7.07,7.18,1.01,-0.77
2024-02-07,1.02,Punjab,1.26,6.33,8.2,0.9,0.12
2024-02-08,0.01,Punjab,1.27,5.28,8.21,0.75,-0.74
2024-02-09,0.0,Punjab,1.03,4.02,8.21,0.57,-0.57
2024-02-10,0.0,Punjab,0.01,2.1,8.21,0.3,-0.3
2024-02-11,0.0,Punjab,0.0,1.27,8.21,0.18,-0.18
2024-02-12,0.0,Punjab,0.0,1.27,8.21,0.18,-0.18
2024-02-13,0.0,Punjab,0.0,1.03,8.21,0.15,-0.15
2024-02-14,0.0,Punjab,0.0,0.01,8.21,0.0,0.0
2024-02-15,0.0,Punjab,0.0,0.0,8.21,0.0,0.0
2024-02-16,0.0,Punjab,0.0,0.0,8.21,0.0,0.0
2024-02-17,0.0,Punjab,0.0,0.0,8.21,0.0,0.0
2024-02-18,0.0,Punjab,0.0,0.0,8.21,0.0,0.0
2024-02-19,0.41,Punjab,0.41,0.41,8.62,0.06,0.35
2024-02-20,0.06,Punjab,0.47,0.47,8.68,0.07,-0.01
2024-02-21,0.05,Punjab,0.52,0.52,8.73,0.07,-0.02
2024-02-22,0.0,Punjab,0.11,0.52,8.73,0.07,-0.07
2024-02-23,0.0,Punjab,0.05,0.52,8.73,0.07,-0.07
2024-02-24,0.0,Punjab,0.0,0.52,8.73,0.07,-0.07
2024-02-25,0.0,Punjab,0.0,0.52,8.73,0.07,-0.07
2024-02-26,0.0,Punjab,0.0,0.11,8.73,0.02,-0.02
2024-02-27,0.0,Punjab,0.0,0.05,8.73,0.01,-0.01
2024-02-28,0.0,Punjab,0.0,0.0,8.73,0.0,0.0
2024-02-29,0.01,Punjab,0.01,0.01,8.63,0.0,0.01
2024-03-01,3.64,Punjab,3.65,3.65,10.51,0.52,3.12
2024-03-02,2.46,Punjab,6.11,6.11,11.91,0.87,1.59
2024-03-03,0.0,Punjab,6.1,6.11,10.65,0.87,-0.87
2024-03-04,0.0,Punjab,2.46,6.11,8.73,0.87,-0.87
2024-03-05,0.0,Punjab,0.0,6.11,7.9,0.87,-0.87
2024-03-06,0.0,Punjab,0.0,6.11,7.9,0.87,-0.87
2024-03-07,0.35,Punjab,0.35,6.45,8.01,0.92,-0.57
2024-03-08,0.0,Punjab,0.35,2.81,6.99,0.4,-0.4
2024-03-09,0.0,Punjab,0.35,0.35,6.98,0.05,-0.05
2024-03-10,0.0,Punjab,0.0,0.35,6.98,0.05,-0.05
2024-03-11,0.0,Punjab,0.0,0.35,6.98,0.05,-0.05
2024-03-12,0.0,Punjab,0.0,0.35,6.98,0.05,-0.05
2024-03-13,0.58,Punjab,0.58,0.93,7.56,0.13,0.45
2024-03-14,0.0,Punjab,0.58,0.58,7.56,0.08,-0.08
2024-03-15,0.0,Punjab,0.58,0.58,7.56,0.08,-0.08
2024-03-16,0.0,Punjab,0.0,0.58,7.56,0.08,-0.08
2024-03-17,0.0,Punjab,0.0,0.58,7.56,0.08,-0.08
2024-03-18,0.0,Punjab,0.0,0.58,7.56,0.08,-0.08
2024-03-19,0.0,Punjab,0.0,0.58,7.56,0.08,-0.08
2024-03-20,0.0,Punjab,0.0,0.0,7.15,0.0,0.0
2024-03-21,0.0,Punjab,0.0,0.0,7.09,0.0,0.0
2024-03-22,0.0,Punjab,0.0,0.0,7.04,0.0,0.0
2024-03-23,0.0,Punjab,0.0,0.0,7.04,0.0,0.0
2024-03-24,2.99,Punjab,2.99,2.99,10.03,0.43,2.56
2024-03-25,0.0,Punjab,2.99,2.99,10.03,0.43,-0.43
2024-03-26,0.2,Punjab,3.19,3.19,10.23,0.46,-0.26
2024-03-27,14.86,Punjab,15.06,18.05,25.09,2.58,12.28
2024-03-28,0.09,Punjab,15.15,18.14,25.18,2.59,-2.5
2024-03-29,2.67,Punjab,17.62,20.81,27.85,2.97,-0.3
2024-03-30,2.72,Punjab,5.48,23.53,30.56,3.36,-0.64
2024-03-31,0.01,Punjab,5.4,20.55,26.93,2.94,-2.93
2024-04-01,0.0,Punjab,2.73,20.55,24.47,2.94,-2.94
2024-04-02,0.0,Punjab,0.01,20.35,24.47,2.91,-2.91
2024-04-03,0.0,Punjab,0.0,5.49,24.47,0.78,-0.78
2024-04-04,0.0,Punjab,0.0,5.4,24.47,0.77,-0.77
2024-04-05,0.0,Punjab,0.0,2.73,24.47,0.39,-0.39
2024-04-06,0.0,Punjab,0.0,0.01,24.12,0.0,0.0
2024-04-07,0.0,Punjab,0.0,0.0,24.12,0.0,0.0
2024-04-08,0.0,Punjab,0.0,0.0,24.12,0.0,0.0
2024-04-09,0.0,Punjab,0.0,0.0,24.12,0.0,0.0
2024-04-10,0.0,Punjab,0.0,0.0,24.12,0.0,0.0
2024-04-11,0.03,Punjab,0.03,0.03,24.15,0.0,0.03
2024-04-12,0.18,Punjab,0.21,0.21,23.75,0.03,0.15
2024-04-13,6.49,Punjab,6.7,6.7,30.24,0.96,5.53
2024-04-14,1.65,Punjab,8.32,8.35,31.89,1.19,0.46
2024-04-15,3.21,Punjab,11.35,11.56,35.1,1.65,1.56
2024-04-16,0.02,Punjab,4.88,11.58,35.12,1.65,-1.63
2024-04-17,0.0,Punjab,3.23,11.58,35.12,1.65,-1.65
2024-04-18,0.97,Punjab,0.99,12.52,36.09,1.79,-0.82
2024-04-19,9.08,Punjab,10.05,21.42,45.17,3.06,6.02
2024-04-20,0.02,Punjab,10.07,14.95,45.19,2.14,-2.12
2024-04-21,0.0,Punjab,9.1,13.3,45.19,1.9,-1.9
2024-04-22,0.23,Punjab,0.25,10.32,45.42,1.47,-1.24
2024-04-23,2.51,Punjab,2.74,12.81,44.94,1.83,0.68
2024-04-24,0.19,Punjab,2.93,13.0,45.13,1.86,-1.67
2024-04-25,0.0,Punjab,2.7,12.03,44.93,1.72,-1.72
2024-04-26,0.1,Punjab,0.29,3.05,30.17,0.44,-0.34
2024-04-27,3.01,Punjab,3.11,6.04,33.09,0.86,2.15
2024-04-28,0.19,Punjab,3.3,6.23,30.61,0.89,-0.7
2024-04-29,3.22,Punjab,6.42,9.22,31.11,1.32,1.9
2024-04-30,1.56,Punjab,4.97,8.27,32.66,1.18,0.38
2024-05-01,0.0,Punjab,4.78,8.08,32.66,1.15,-1.15
2024-05-02,0.0,Punjab,1.56,8.08,32.66,1.15,-1.15
2024-05-03,0.0,Punjab,0.0,7.98,32.66,1.14,-1.14
2024-05-04,0.0,Punjab,0.0,4.97,32.66,0.71,-0.71
2024-05-05,0.0,Punjab,0.0,4.78,32.66,0.68,-0.68
2024-05-06,0.0,Punjab,0.0,1.56,32.66,0.22,-0.22
2024-05-07,0.0,Punjab,0.0,0.0,32.66,0.0,0.0
2024-05-08,0.0,Punjab,0.0,0.0,32.66,0.0,0.0
2024-05-09,0.0,Punjab,0.0,0.0,32.66,0.0,0.0
2024-05-10,0.59,Punjab,0.59,0.59,33.25,0.08,0.51
2024-05-11,0.28,Punjab,0.87,0.87,33.5,0.12,0.16
2024-05-12,0.78,Punjab,1.65,1.65,34.1,0.24,0.54
2024-05-13,0.02,Punjab,1.08,1.67,27.63,0.24,-0.22
2024-05-14,0.0,Punjab,0.8,1.67,25.98,0.24,-0.24
2024-05-15,0.0,Punjab,0.02,1.67,22.77,0.24,-0.24
2024-05-16,0.0,Punjab,0.0,1.67,22.75,0.24,-0.24
2024-05-17,0.0,Punjab,0.0,1.08,22.75,0.15,-0.15
2024-05-18,0.0,Punjab,0.0,0.8,21.78,0.11,-0.11
2024-05-19,0.0,Punjab,0.0,0.02,12.7,0.0,0.0
2024-05-20,0.0,Punjab,0.0,0.0,12.68,0.0,0.0
2024-05-21,0.0,Punjab,0.0,0.0,12.68,0.0,0.0
2024-05-22,0.0,Punjab,0.0,0.0,12.45,0.0,0.0
2024-05-23,0.0,Punjab,0.0,0.0,9.94,0.0,0.0
2024-05-24,0.0,Punjab,0.0,0.0,9.75,0.0,0.0
2024-05-25,0.03,Punjab,0.03,0.03,9.78,0.0,0.03
2024-05-26,0.0,Punjab,0.03,0.03,9.68,0.0,0.0
2024-05-27,0.0,Punjab,0.03,0.03,6.67,0.0,0.0
2024-05-28,0.0,Punjab,0.0,0.03,6.48,0.0,0.0
2024-05-29,0.0,Punjab,0.0,0.03,3.26,0.0,0.0
2024-05-30,0.0,Punjab,0.0,0.03,1.7,0.0,0.0
2024-05-31,0.0,Punjab,0.0,0.03,1.7,0.0,0.0
2024-06-01,0.0,Punjab,0.0,0.0,1.7,0.0,0.0
2024-06-02,0.0,Punjab,0.0,0.0,1.7,0.0,0.0
2024-06-03,0.05,Punjab,0.05,0.05,1.75,0.01,0.04
2024-06-04,0.0,Punjab,0.05,0.05,1.75,0.01,-0.01
2024-06-05,1.44,Punjab,1.49,1.49,3.19,0.21,1.23
2024-06-06,1.14,Punjab,2.58,2.63,4.33,0.38,0.76
2024-06-07,0.32,Punjab,2.9,2.95,4.65,0.42,-0.1
2024-06-08,0.0,Punjab,1.46,2.95,4.65,0.42,-0.42
2024-06-09,0.0,Punjab,0.32,2.95,4.06,0.42,-0.42
2024-06-10,0.0,Punjab,0.0,2.9,3.78,0.41,-0.41
2024-06-11,0.0,Punjab,0.0,2.9,3.0,0.41,-0.41
2024-06-12,0.0,Punjab,0.0,1.46,2.98,0.21,-0.21
2024-06-13,0.0,Punjab,0.0,0.32,2.98,0.05,-0.05
2024-06-14,0.0,Punjab,0.0,0.0,2.98,0.0,0.0
2024-06-15,0.0,Punjab,0.0,0.0,2.98,0.0,0.0
2024-06-16,0.0,Punjab,0.0,0.0,2.98,0.0,0.0
2024-06-17,0.0,Punjab,0.0,0.0,2.98,0.0,0.0
2024-06-18,0.01,Punjab,0.01,0.01,2.99,0.0,0.01
2024-06-19,0.04,Punjab,0.05,0.05,3.03,0.01,0.03
2024-06-20,3.83,Punjab,3.88,3.88,6.86,0.55,3.28
2024-06-21,13.8,Punjab,17.67,17.68,20.66,2.53,11.27
2024-06-22,0.03,Punjab,17.66,17.71,20.69,2.53,-2.5
2024-06-23,0.0,Punjab,13.83,17.71,20.69,2.53,-2.53
2024-06-24,0.0,Punjab,0.03,17.71,20.66,2.53,-2.53
2024-06-25,0.0,Punjab,0.0,17.7,20.66,2.53,-2.53
2024-06-26,0.0,Punjab,0.0,17.66,20.66,2.52,-2.52
2024-06-27,0.0,Punjab,0.0,13.83,20.66,1.98,-1.98
2024-06-28,0.0,Punjab,0.0,0.03,20.66,0.0,0.0
2024-06-29,3.87,Punjab,3.87,3.87,24.53,0.55,3.32
2024-06-30,0.02,Punjab,3.89,3.89,24.55,0.56,-0.54
2024-07-01,6.07,Punjab,9.96,9.96,30.62,1.42,4.65
2024-07-02,3.48,Punjab,9.57,13.44,34.1,1.92,1.56
2024-07-03,0.0,Punjab,9.55,13.44,34.05,1.92,-1.92
2024-07-04,1.59,Punjab,5.07,15.03,35.64,2.15,-0.56
2024-07-05,1.07,Punjab,2.66,16.1,35.27,2.3,-1.23
2024-07-06,46.43,Punjab,49.09,58.66,80.56,8.38,38.05
2024-07-07,13.14,Punjab,60.64,71.78,93.38,10.25,2.89
2024-07-08,10.81,Punjab,70.38,76.52,104.19,10.93,-0.12
2024-07-09,0.0,Punjab,23.95,73.04,104.19,10.43,-10.43
2024-07-10,0.0,Punjab,10.81,73.04,104.19,10.43,-10.43
2024-07-11,1.69,Punjab,1.69,73.14,105.88,10.45,-8.76
2024-07-12,0.67,Punjab,2.36,72.74,106.55,10.39,-9.72
2024-07-13,28.37,Punjab,30.73,54.68,134.92,7.81,20.56
2024-07-14,2.29,Punjab,31.33,43.83,137.21,6.26,-3.97
2024-07-15,0.0,Punjab,30.66,33.02,137.21,4.72,-4.72
2024-07-16,0.0,Punjab,2.29,33.02,137.21,4.72,-4.72
2024-07-17,0.05,Punjab,0.05,33.07,137.26,4.72,-4.67
2024-07-18,0.78,Punjab,0.83,32.16,138.03,4.59,-3.81
2024-07-19,0.19,Punjab,1.02,31.68,138.18,4.53,-4.34
2024-07-20,2.02,Punjab,2.99,5.33,136.37,0.76,1.26
2024-07-21,0.09,Punjab,2.3,3.13,122.66,0.45,-0.36
2024-07-22,0.85,Punjab,2.96,3.98,123.48,0.57,0.28
2024-07-23,1.86,Punjab,2.8,5.84,125.34,0.83,1.03
2024-07-24,7.35,Punjab,10.06,13.14,132.69,1.88,5.47
2024-07-25,0.64,Punjab,9.85,13.0,133.33,1.86,-1.22
2024-07-26,5.53,Punjab,13.52,18.34,138.86,2.62,2.91
2024-07-27,0.73,Punjab,6.9,17.05,139.59,2.44,-1.71
2024-07-28,1.37,Punjab,7.63,18.33,140.96,2.62,-1.25
2024-07-29,3.89,Punjab,5.99,21.37,140.98,3.05,0.84
2024-07-30,4.84,Punjab,10.1,24.35,145.8,3.48,1.36
2024-07-31,5.97,Punjab,14.7,22.97,145.7,3.28,2.69
2024-08-01,9.42,Punjab,20.23,31.75,151.64,4.54,4.88
2024-08-02,9.76,Punjab,25.15,35.98,161.4,5.14,4.62
2024-08-03,0.06,Punjab,19.24,35.31,159.87,5.04,-4.98
2024-08-04,1.28,Punjab,11.1,35.22,160.08,5.03,-3.75
2024-08-05,0.07,Punjab,1.41,31.4,113.72,4.49,-4.42
2024-08-06,0.14,Punjab,1.49,26.7,100.72,3.81,-3.67
2024-08-07,3.2,Punjab,3.41,23.93,93.11,3.42,-0.22
2024-08-08,2.54,Punjab,5.88,17.05,95.65,2.44,0.1
2024-08-09,20.91,Punjab,26.65,28.2,116.56,4.03,16.88
2024-08-10,16.91,Punjab,40.36,45.05,131.78,6.44,10.47
2024-08-11,2.16,Punjab,39.98,45.93,133.27,6.56,-4.4
2024-08-12,10.44,Punjab,29.51,56.3,115.34,8.04,2.4
2024-08-13,4.32,Punjab,16.92,60.48,117.37,8.64,-4.32
2024-08-14,0.13,Punjab,14.89,57.41,117.5,8.2,-8.07
2024-08-15,4.71,Punjab,9.16,59.58,122.21,8.51,-3.8
2024-08-16,16.54,Punjab,21.38,55.21,138.7,7.89,8.65
2024-08-17,31.06,Punjab,52.31,69.36,168.98,9.91,21.15
2024-08-18,5.34,Punjab,52.94,72.54,174.13,10.36,-5.02
2024-08-19,1.63,Punjab,38.03,63.73,173.74,9.1,-7.47
2024-08-20,2.08,Punjab,9.05,61.49,175.73,8.78,-6.7
2024-08-21,4.38,Punjab,8.09,65.74,179.26,9.39,-5.01
2024-08-22,2.9,Punjab,9.36,63.93,180.3,9.13,-6.23
2024-08-23,1.25,Punjab,8.53,48.64,174.2,6.95,-5.7
2024-08-24,0.22,Punjab,4.37,17.8,173.78,2.54,-2.32
2024-08-25,0.0,Punjab,1.47,12.46,168.25,1.78,-1.78
2024-08-26,0.54,Punjab,0.76,11.37,168.06,1.62,-1.08
2024-08-27,12.16,Punjab,12.7,21.45,178.85,3.06,9.1
2024-08-28,50.41,Punjab,63.11,67.48,225.37,9.64,40.77
2024-08-29,7.63,Punjab,70.2,72.21,228.16,10.32,-2.69
2024-08-30,8.9,Punjab,66.94,79.86,231.09,11.41,-2.51
2024-08-31,1.17,Punjab,17.7,80.81,222.84,11.54,-10.37
2024-09-01,0.0,Punjab,10.07,80.81,213.08,11.54,-11.54
2024-09-02,2.19,Punjab,3.36,82.46,215.21,11.78,-9.59
2024-09-03,23.23,Punjab,25.42,93.53,237.16,13.36,9.87
2024-09-04,0.42,Punjab,25.84,43.54,237.51,6.22,-5.8
2024-09-05,0.75,Punjab,24.4,36.66,238.12,5.24,-4.49
2024-09-06,2.32,Punjab,3.49,30.08,237.24,4.3,-1.98
2024-09-07,5.84,Punjab,8.91,34.75,240.54,4.96,0.88
2024-09-08,0.73,Punjab,8.89,35.48,220.36,5.07,-4.34
2024-09-09,0.0,Punjab,6.57,33.29,203.45,4.76,-4.76
2024-09-10,0.13,Punjab,0.86,10.19,201.42,1.46,-1.33
2024-09-11,0.08,Punjab,0.21,9.85,191.06,1.41,-1.33
2024-09-12,0.0,Punjab,0.21,9.1,186.74,1.3,-1.3
2024-09-13,0.0,Punjab,0.08,6.78,186.61,0.97,-0.97
2024-09-14,0.0,Punjab,0.0,0.94,181.9,0.13,-0.13
2024-09-15,0.0,Punjab,0.0,0.21,165.36,0.03,-0.03
2024-09-16,0.0,Punjab,0.0,0.21,134.3,0.03,-0.03
2024-09-17,0.0,Punjab,0.0,0.08,128.96,0.01,-0.01
2024-09-18,0.0,Punjab,0.0,0.0,127.33,0.0,0.0
2024-09-19,0.0,Punjab,0.0,0.0,125.25,0.0,0.0
2024-09-20,0.0,Punjab,0.0,0.0,120.87,0.0,0.0
2024-09-21,0.0,Punjab,0.0,0.0,117.97,0.0,0.0
2024-09-22,0.0,Punjab,0.0,0.0,116.72,0.0,0.0
2024-09-23,0.0,Punjab,0.0,0.0,116.5,0.0,0.0
2024-09-24,0.0,Punjab,0.0,0.0,116.5,0.0,0.0
2024-09-25,0.0,Punjab,0.0,0.0,115.96,0.0,0.0
2024-09-26,0.0,Punjab,0.0,0.0,103.8,0.0,0.0
2024-09-27,1.95,Punjab,1.95,1.95,55.34,0.28,1.67
2024-09-28,1.08,Punjab,3.03,3.03,48.79,0.43,0.65
2024-09-29,0.13,Punjab,3.16,3.16,40.02,0.45,-0.32
2024-09-30,0.0,Punjab,1.21,3.16,38.85,0.45,-0.45
2024-10-01,0.0,Punjab,0.13,3.16,38.85,0.45,-0.45
2024-10-02,0.0,Punjab,0.0,3.16,36.66,0.45,-0.45
2024-10-03,0.0,Punjab,0.0,3.16,13.43,0.45,-0.45
2024-10-04,0.0,Punjab,0.0,1.21,13.01,0.17,-0.17
2024-10-05,0.0,Punjab,0.0,0.13,12.26,0.02,-0.02
2024-10-06,2.58,Punjab,2.58,2.58,12.52,0.37,2.21
2024-10-07,0.0,Punjab,2.58,2.58,6.68,0.37,-0.37
2024-10-08,0.0,Punjab,2.58,2.58,5.95,0.37,-0.37
2024-10-09,0.0,Punjab,0.0,2.58,5.95,0.37,-0.37
2024-10-10,0.0,Punjab,0.0,2.58,5.82,0.37,-0.37
2024-10-11,1.21,Punjab,1.21,3.79,6.95,0.54,0.67
2024-10-12,0.0,Punjab,1.21,3.79,6.95,0.54,-0.54
2024-10-13,0.0,Punjab,1.21,1.21,6.95,0.17,-0.17
2024-10-14,0.0,Punjab,0.0,1.21,6.95,0.17,-0.17
2024-10-15,0.0,Punjab,0.0,1.21,6.95,0.17,-0.17
2024-10-16,0.0,Punjab,0.0,1.21,6.95,0.17,-0.17
2024-10-17,0.0,Punjab,0.0,1.21,6.95,0.17,-0.17
2024-10-18,0.0,Punjab,0.0,0.0,6.95,0.0,0.0
